가중치가 적용된 열전도도 표준편차,가중치가 적용된 제1이온화 에너지 표준편차,전자 친화도 엔트로피,가중치가 적용된 원자량의 범위,가중치가 적용된 열전도도 범위,평균 전자 친화도,가중치가 적용된 밀도 범위,가중치가 적용된 기하평균 제1이온화 에너지,기하평균 원자 반지름,기하평균 원자량,평균 열전도도,밀도 표준편차,가중치가 적용된 평균 전자 친화도,가중치가 적용된 기하평균 전자 친화도,가중치가 적용된 원자 반지름 범위,EC
,high,very high,22.45228207,283.2032505,332.4338858,11260.37969,959.2577004,,189.8779715,96.62825246,3196.675126,269.4181836,,-70.70419895,Intermediate
very low,,very low,,25.23175795,62.50770995,21218.83326,717.2118675,,108.4870515,,2709.374534,,59.66896745,-89.49373993,Simple
low,medium,medium,31.17118606,,72.18723354,4189.146726,1216.353653,191.3427563,228.6615547,91.568509,17216.60507,,61.91996676,-174.3572476,Intermediate
medium,low,,-128.7502999,,193.3653387,,1637.565302,153.6796218,,45.01077214,,-243.2541884,,19.37721594,Simple
,,very high,24.06335103,58.98536071,234.5533915,,1654.684137,,,110.6443496,4143.65209,104.1599496,43.22204734,,Complex
low,low,very low,243.1723719,417.6871941,57.34333333,-11240.793,,148.9710918,55.56745307,314.4926699,1618.728994,,360.1763275,39.7,Simple
low,low,very low,,,128.0097628,2526.993529,1566.315923,161.9910269,173.9530399,,5081.508541,,155.303647,-116.0435923,Simple
medium,,medium,5.174513377,,350.2957776,12043.5025,991.420562,92.62489466,224.5858877,83.02428311,-13069.01189,,252.2890608,23.61205097,Complex
high,very high,high,1.88179517,58.63617954,267.1777607,1011.173839,1682.250308,,,-148.7629812,3993.654307,,71.03888417,,Complex
low,low,medium,63.24018274,244.8690699,,5004.700229,706.0017063,158.331116,66.9604212,444.4540633,3051.579544,,90.16931392,75.10182669,Intermediate
medium,very low,very low,79.42403895,,49.37761195,,,221.1407561,65.51193285,,1727.289507,,36.55623963,,Simple
,medium,very low,27.19038193,-395.2767939,92.16192023,3341.478744,,124.9932673,24.27392167,,,,,,Intermediate
very low,very low,very low,,59.76870185,125.0100449,,1852.0858,301.4082072,105.2169839,27.42048066,16153.15958,,367.4859057,,Simple
,low,high,,,319.8357507,,1992.686153,168.7274824,,,2186.170899,,,,Intermediate
,,,,45.78646431,,1385.562702,791.5719625,375.6167457,14.66819261,,304.3696583,-144.7969694,,-145.7657976,Simple
low,,medium,38.16454211,-152.2499028,89.675,4619.986842,755.4143453,168.0615096,192.0204717,83,-8060.609031,,84.4541715,55.56578947,Intermediate
,,,-170.0786574,35.11664019,101.7254241,3563.629415,,279.6989417,,-74.94994722,5301.634824,,76.33621939,,Intermediate
high,very high,high,6.165647948,,81.17146226,2434.45435,,,,-296.343088,-7246.099149,,,31.42854962,Intermediate
very low,,very low,28.02472019,28.33018343,156.1,21497.14146,,123.9959677,96.26831254,31.5,,156.2919197,,,Simple
high,high,low,-94.45714365,,82.69078524,21244.41391,1794.393079,,33.97369872,91.22280455,4309.500703,64.88778275,65.96983432,53.02992695,Intermediate
,high,very high,19.28320763,44.44405393,70.01857143,995.536642,,104.6426637,48.53738254,93.72177286,14945.18557,,61.8740489,,Complex
,,very high,33.75358263,17.768355,,,,251.4646995,,40.37709667,3204.468335,213.3510097,,-65.51676936,Complex
high,low,high,-2.068086098,,,1236.864429,980.5700097,136.9588927,59.54181591,109.3967055,3168.560507,131.4711576,154.2497293,27.81254201,Intermediate
high,very high,,-71.08911299,-244.0701078,271.7749935,-14427.35726,939.8003349,132.4028633,12.98750908,93.16423883,-5024.917133,,54.7142361,367.4097962,Complex
very high,high,low,17.33581121,,84.59865146,,938.9792335,,57.36987869,131.1818673,,105.7684958,90.28927269,,Intermediate
high,,high,60.02464316,130.0235651,91.79884576,3160.566887,,144.1491621,302.3889049,-223.774776,3940.215499,-92.70512807,41.37436896,44.54161943,Complex
very high,very high,,20.7378532,,,-16553.31337,1573.943084,157.2558591,66.23524244,128.00443,3878.910159,,85.12006466,37.42171709,Complex
high,very high,,17.666212,,70.94604585,-16791.04023,1706.717309,225.6621742,57.08987464,367.6765956,,218.2291037,101.9010535,37.41697687,Intermediate
medium,,very high,-128.6392239,345.1907809,78.70768846,,945.4298847,136.8560671,,,,,28.27062648,212.0603035,Complex
very low,very low,very low,262.1320896,-382.6459526,338.2263202,1931.952582,,119.2974197,,-189.5042901,64.68292965,149.7426972,,-215.7125092,Simple
high,,very high,5.496265957,82.24144096,,1627.393681,,162.5547827,68.16634809,,18464.92789,-87.50665635,91.91588062,,Complex
,medium,high,33.50340025,-132.9781967,,,,156.899814,64.46331874,,3047.921083,81.02635297,,58.29067122,Complex
,low,low,60.87608273,78.880803,69.47741355,-10619.79861,1557.465293,306.3643783,123.9597252,53.03331918,-8884.510771,254.7857093,81.52669979,109.1273384,Simple
low,very low,medium,,-305.7484702,316.7238606,5560.860977,1549.889231,118.2121117,,150.1191467,19277.00895,,59.76917177,,Simple
high,high,very high,-1.975409572,115.6974249,211.4061508,,940.939335,,,,,300.4339584,306.0660274,32.08853313,Complex
low,,high,-61.00129591,18.7262968,64.98487521,,838.8940382,279.3928337,,46.29145179,2636.061874,76.25217166,69.08449032,61.57376533,Intermediate
high,low,very high,,,,2986.598619,675.2712622,141.1008752,69.55430803,,20157.62528,,28.27628092,,Complex
very low,very low,very low,170.725219,245.9103105,,13060.03552,,276.8991307,184.0929142,,103.9319883,410.2726826,21.04656184,,Simple
medium,,low,69.284985,-146.4451861,109.3666667,6403.405,642.4233165,134.0072024,58.27824477,96.50666667,9707.261931,,318.2041124,147.985,Simple
medium,,very low,,489.4153873,306.8334698,-14889.05473,,137.1731238,5.245371306,,-317.8601429,7.005123358,112.1682545,68.81802247,Simple
,,high,13.32585385,83.06261077,,-8374.804217,937.6695684,155.0187652,60.34218092,131.1710967,,403.4530449,380.1653249,32.94615385,Complex
very low,low,,,,52.6,2446.333333,720.1128889,143.7414341,,,,52.6,43.71652122,-70.33382093,Simple
high,medium,,22.28072781,58.37194067,71.29544703,1969.043384,940.2929892,,-107.0173824,,4245.128615,-228.4053879,,30.21627283,Complex
very high,high,high,9.356161067,,61.24972017,,,148.4265248,52.6037694,128.5306242,4524.272429,,370.513658,-277.1160132,Intermediate
,,very high,,,,1929.286488,,,93.41665148,,,64.21674227,37.99538036,56.69087099,Complex
very low,low,very low,,6.625691085,148.1024327,,1489.163065,242.2856134,199.8869309,345.8307629,-4524.656034,,131.4818822,,Simple
,low,,,-287.897086,144.7764801,3266.003336,781.1659335,241.733734,,-80.80440678,1659.002938,138.2820216,130.3310261,24.75219993,Simple
,low,very low,31.16521351,306.7112209,293.7011779,23463.04846,,,-87.25014456,109.0046369,,75.35262604,188.3809044,,Simple
very high,,high,14.45696992,88.85305482,283.5361305,14979.21578,912.5272743,,-127.1091551,88.55648674,-7228.611023,-229.3394251,,35.55512213,Intermediate
very low,very low,very low,117.4861905,-147.6572792,30.80178671,-7269.340804,657.5785977,179.3747931,,50.44428517,1254.159081,,129.0867834,149.3620698,Simple
medium,very high,,26.8422553,,,1543.14583,928.1712175,286.4123509,197.8187569,106.581645,,91.23521389,,45.79045257,Intermediate
very low,,,,37.10822782,,16350.12533,686.3412583,198.5554417,119.5847622,36.8983882,2347.815551,,364.7307443,,Simple
very low,,,,2.049663646,77.43451698,,681.9063798,194.3934457,218.6089651,398.4928811,2125.764406,135.314285,89.96696347,121.5999649,Simple
high,medium,,,99.9966775,,,1664.963651,156.8879765,,90.28478385,3838.319417,,269.8015139,48.75,Complex
high,,very high,4.204532762,,72.83343798,1853.381708,947.7123083,145.9068919,26.53517798,99.52778621,,90.89021538,212.6465935,,Complex
medium,,very high,27.04668508,,64.12160984,1514.243028,,,78.9129638,99.67532574,4128.865931,102.003131,68.40921025,23.00145129,Complex
low,low,very low,1.364091376,405.4981214,,1950.213701,868.8057761,116.8718048,36.05773933,63.95155313,3931.931379,6.43553836,16.63700592,,Simple
,very high,very high,7.938986248,120.0266974,235.254003,2513.467573,,150.6598348,,,,93.71778336,,25.14227911,Complex
low,,very low,162.4032675,130.9487472,,2179.69361,727.302652,123.8173292,,,,,,26.32420736,Simple
very high,,,,-318.8106305,211.2892869,,1717.65033,139.0005138,,,,,56.43592939,,Intermediate
medium,,medium,35.11861429,-267.7561097,91.35,26330.57832,935.5286524,311.9865467,67.32755529,,16966.60363,425.5544645,103.9473207,-162.6762667,Intermediate
,high,medium,257.6402826,,352.1940368,2086.18211,938.2341163,336.2208807,59.99494331,,3207.256758,-96.25236178,89.02297019,27.7484472,Intermediate
low,,low,,215.9471238,,21761.23809,,101.6763526,46.48558336,,-3384.846792,-139.6164019,116.37273,27.00356771,Complex
high,,,3.440398213,57.07289711,64.38108613,1960.573713,,141.8604911,44.95137298,156.160165,19216.22779,400.8547499,,19.985565,Complex
,low,medium,181.5130206,,44.3375,2478.64,1890.063846,299.2208132,76.28283317,61.75,,43.69,289.559223,50.08,Intermediate
high,medium,,2.152645298,,109.1260588,1351.576656,868.6299847,126.9407734,59.726822,104.1821257,3898.634245,,58.34180287,40.91085013,Complex
,low,medium,,58.12010545,,2444.126829,,138.6057917,65.52396467,,,56.38041478,78.19434764,,Intermediate
medium,,high,,76.1806098,,1939.492683,1364.549906,152.364601,-189.5451145,,3469.401727,,71.42232384,342.2616868,Complex
very high,,,257.8908586,69.45096661,56.51523934,411.3779092,939.8117616,157.709079,229.2490977,131.9418918,,107.300549,89.30734938,256.2922109,Complex
very high,very high,high,18.25842503,-287.0674373,70.17283687,,938.6158533,136.8454554,55.24103057,264.5320374,3524.264077,110.3509041,93.39439072,49.58883619,Intermediate
medium,,,10.60608148,59.31224084,,2708.51515,953.43291,,-45.09333807,335.7644221,,388.1601545,94.97582608,44.0972917,Intermediate
medium,high,medium,24.86561821,,,,,367.4561504,59.50608142,,-1819.139263,105.9552872,69.20066357,,Intermediate
medium,,high,9.317104092,,,2169.477846,,140.7159268,59.29442144,134.9126141,-8009.158016,,,,Intermediate
very low,very low,,13.56362868,,66.73034636,20688.59315,,,260.6127712,,3280.877636,-217.9844426,402.0737518,,Simple
low,,very low,75.3950053,36.61989871,,7801.389361,,301.7760735,76.31934792,64.13654414,1039.137495,-230.7278692,,121.6583268,Simple
,very high,low,,113.6410978,65.92354907,,960.1278378,,40.31932582,114.1476081,,-217.9530267,,44.46091008,Intermediate
very high,medium,,,,,,1732.556449,325.3924599,57.6327363,-212.353796,14666.38298,75.7345275,,-176.0618082,Simple
low,low,low,66.373802,53,271.493449,,,137.2631736,73.65246335,-168.8260053,,-212.5390715,77.77537311,,Simple
low,low,low,28.31337661,,182.5122014,,,318.20217,44.31063748,,,43.08496,28.47677616,48.72,Intermediate
,low,low,,,46.9660307,11412.83501,648.7212178,,,56.48692657,,52.39094838,54.48738686,127.4123031,Simple
high,medium,very high,,,89.58916386,-20587.21678,,162.9977413,125.086889,83.91372378,4269.920576,353.2735586,,,Complex
high,medium,,242.3083657,97.62150482,,-14264.90742,709.9988863,271.2397322,,108.5752257,3708.771494,73.43469514,37.92706952,,Complex
,,,32.98377759,398.4376063,32.04123526,,1244.329192,,-74.09955605,47.59770284,2280.015454,38.1851416,344.9232774,76.80634374,Simple
,very low,,84.83764423,44.36903452,1.5,,839.2784738,,52.26996609,,-10950.23105,1.5,1.5,99.28486157,Simple
very low,,,,5.083172731,70.58222551,,1622.244037,160.0544548,-118.6865111,-34.26921813,-60.30262426,149.9005993,146.9668092,276.1868204,Simple
very low,,very low,,3.571804973,185.3739227,,564.0424255,164.5783914,-207.9795298,93.12225623,,,,88.22394777,Simple
,low,very low,11.03551725,,138.2,25354.72654,,,100.16872,,6595,,75.0473931,,Simple
high,medium,,,-309.2352662,,1635.20598,940.2759161,258.053194,,,4387.338382,-162.7299517,,30.38310235,Complex
,high,,0.822280963,,63.67827503,2397.449691,931.0384183,,,193.8357803,,-90.92661848,90.00973282,39.91650345,Complex
very low,low,,,7.602778199,,,884.0306356,151.3855406,128.1484582,,,74.10937235,,22.11020818,Intermediate
very high,medium,medium,,8.200163473,201.5494689,2252.580899,,,,-199.6005046,4052.927094,,,379.5467449,Intermediate
very high,high,,14.40578176,93.05233112,221.5599338,2083.926514,1590.880851,,359.3195316,,3194.938946,108.8952226,,,Intermediate
,medium,medium,,516.874373,65.25443357,10783.44338,966.3207048,140.6212771,51.06432067,113.0703253,19768.50889,302.5198661,195.0329031,37.78899446,Intermediate
very low,very high,,2.133398673,4.297145475,,3039.719487,841.7344924,,23.37482401,40.96776096,7891.372263,155.4375406,395.3009277,,Complex
very high,very high,medium,241.1998827,,,,1835.852708,157.5592985,,,3844.962251,108.0510408,89.67247394,27.3513873,Intermediate
medium,medium,,,52.68286651,407.6787441,2131.194531,786.0284768,,6.062432405,,,385.3516335,27.1467924,56.59372659,Simple
very low,very high,very low,38.60865,11.487085,281.7480821,3254.8745,1829.687343,107.4057727,,-55.6194905,3254.8745,25.55,,75,Simple
,medium,,,9.8650325,,983.714125,1851.480404,,,26.052516,2617.254687,68.7325,36.30146776,,Intermediate
,very low,very low,,385.1810036,23.6,4042.966667,628.9638397,177.0359019,,,3064.161876,33.48833333,15.1074131,97.65,Simple
low,low,medium,33.98667251,,53.15276337,15418.83549,790.9939766,146.3482094,66.50560653,136.4382873,-8537.570839,70.29454109,39.51734136,58.44432913,Intermediate
high,very high,,11.41274654,92.29338,,2066.922846,,164.2314554,79.29812172,80.50443,3026.939886,110.0523077,84.19632094,27.76153846,Complex
,medium,,20.60097422,255.3715546,,2415.442746,,251.0523234,88.78561433,11.95157976,7682.783013,,89.70250056,,Simple
low,,medium,148.0488604,44.99266199,57.81009112,,793.3213595,162.9663774,77.52957087,54.46813642,,67.52143489,50.0327149,380.7346439,Intermediate
,very high,very high,108.9588912,-243.7811891,314.2076034,2545.018272,1533.305037,,41.54715498,-218.8094844,3603.694342,109.5073458,321.8721103,-202.7360757,Intermediate
low,low,very high,122.239119,22.60101593,,2737.737289,1996.731172,,230.1124893,,3938.40311,,61.54784794,55.21507375,Intermediate
very low,very low,very low,,64.090515,55.21032375,,,255.4915715,117.7470992,-249.4724285,,,,,Simple
medium,very low,low,,23.50551921,33.74795073,,825.9308247,141.4547738,,59.0360765,11.48793384,59.82776432,64.19254198,74.43268242,Simple
very high,,medium,11.568445,104.2530777,60.35434759,1970.417345,2014.282374,139.4519434,58.38699355,98.18590582,2938.202079,,87.85015381,,Intermediate
,,medium,2.063853532,21.79106532,49.72202511,,961.8398733,,48.70159107,,-4797.589807,,,45.50040348,Complex
,low,medium,,,,2389,,245.6297557,,,-2049.751947,,,-183.164103,Intermediate
,medium,,11.35671888,,56.64811835,1336.506382,,143.1767795,,,3212.372009,95.64900959,,30.64158936,Complex
,very high,medium,,93.60160853,58.80202676,,937.7543494,249.3913103,47.74543497,,2376.992076,107.1059615,87.92938664,-129.4225878,Intermediate
low,,very low,54.06102953,406.0397848,113.3180985,24348.20795,772.7508501,204.4702677,87.73352853,-243.7735315,-9677.916217,234.2113591,91.80952311,57.77035189,Simple
very low,,medium,-183.3309352,,365.1600327,8286.156142,2016.612974,,81.30005776,28.74934818,3312.438627,139.345381,64.13914207,320.1320993,Simple
very low,very low,very low,115.3097364,29.39405146,360.2621531,11094.00204,763.3081089,159.0238073,120.8126575,55.21189708,-2580.938437,390.3227958,44.81376336,,Simple
,medium,very high,23.98995134,,54.76837518,20303.56219,932.6146196,,-175.0249111,,11254.53949,,324.9906614,,Complex
very low,,low,17.84024,232.4128075,51.5075,1764.8,770.8402467,266.4107334,78.01968873,,3543.582395,,185.7012858,-133.270061,Intermediate
,medium,,,-247.4931562,249.7379824,2170.210371,723.1260756,,209.5642222,,3411.891683,,106.8679249,46.14208856,Intermediate
medium,high,medium,,91.27321346,76.56770767,5043.805822,956.047687,,-219.9535096,,,191.4940491,,29.28071483,Intermediate
low,very low,medium,6.822622664,34.69525031,279.613157,-9335.215587,1883.830321,,26.22689144,,,-45.17840478,69.49736812,,Simple
high,medium,high,214.5256105,60.38829376,,,969.9324991,,,-276.830302,,131.4376895,266.4041581,45.95169967,Complex
,very low,low,,56.74172898,,8068.507375,,152.9317705,-173.6208459,132.5469105,4590.843677,78.67826725,,30.03597565,Simple
very low,low,,,,151.8284374,,749.5257961,162.2385762,,23.80836799,,95.16692613,344.3069462,76.45888425,Simple
very high,medium,high,,,57.12708167,2056.678375,941.1899154,,66.57367425,,14009.23035,106.7551198,55.05926731,,Complex
medium,low,medium,-77.48734997,-151.8592409,73.96400654,-7610.142837,935.1330533,,57.98124235,76.99051533,3207.02806,113.0954098,105.0475207,64.0161679,Intermediate
low,very low,very low,,40.07180283,36.46395807,,1344.491975,,,442.5394536,,229.6455989,18.53195364,216.3492513,Simple
low,very low,very low,,462.9781592,24.56666667,21528.01074,776.7547723,114.1799252,353.8032388,,408.8368324,19.725,,56.82,Simple
high,very high,high,192.4797779,168.9757486,68.69328241,3170.901939,725.594174,144.9402468,-66.21208806,,2935.562487,,67.61471444,45.1010389,Intermediate
medium,very low,very low,,395.9147968,,-20716.05916,721.1222089,184.7418051,160.9845529,39.60101416,4803.676241,,61.04935539,190.1967166,Simple
medium,very high,very high,-158.2025847,71.22448275,63.35842385,,957.8478372,159.2699322,,338.8487026,,,88.95048955,,Complex
very high,medium,very high,7.12874569,92.82489323,83.80671752,2798.855656,,351.0141738,,,3199.305036,107.1322252,,40.91295427,Intermediate
,medium,high,-143.3758684,18.41130961,,,,100.8976996,44.51809667,,4294.119691,,60.2557075,,Intermediate
high,,,19.57581559,,58.48883813,,,145.8612442,55.40740622,410.5467691,3552.796891,,255.0129052,29.4025647,Intermediate
very high,,medium,,52.03405723,65.891412,1680.16867,1601.4723,161.8894938,-111.4661041,129.0859868,,,,210.5654851,Intermediate
very low,very low,very low,,306.0728864,35.85,,,,371.2033719,23.5,,51.775,51.59313366,167.45,Simple
,very low,very low,,200.2310407,276.4543838,4135.71825,1471.454295,,66.53276436,,,34.80889635,82.74656021,108.1508502,Simple
very high,high,very high,-164.9834842,-374.1078204,81.15104889,,935.0968639,306.2538447,344.2133099,,,104.1049948,295.4079873,38.32950866,Intermediate
medium,high,medium,-169.4478243,245.7281392,,-20186.77728,926.1749333,141.067743,,,-6851.745138,88.94399985,,29.10716016,Complex
,low,high,,227.3218389,117.9286527,-13209.88253,,158.1040413,-40.27199098,,6889.742421,143.2685477,146.6854255,13.25421902,Simple
medium,high,very high,,-330.0722858,283.9746045,,947.6402781,148.7193527,57.49363736,110.8007383,3403.960652,-61.47744415,,27.06646148,Complex
,very low,low,,484.4759049,,11350.24806,,,114.8566912,65.17675833,3124.333852,78.71382774,66.62113118,205.2216412,Simple
very low,,very low,-115.0107076,93.2577127,,,761.6029754,306.87615,128.9346983,-190.1208772,16927.82767,-213.1656691,223.4346164,82.09476689,Simple
very low,low,very low,-105.8658107,,357.6762883,1500,678.6328935,,100.4425422,-187.9011602,411.5,,,,Simple
,very low,very low,216.0847408,291.3790658,309.3310334,,,366.7687246,-125.0424284,67.22450593,334.311521,-26.86693344,,,Simple
very high,,high,182.5604248,,,,1490.752684,,71.6347551,89.805316,2885.952907,298.0984607,92.98133162,31.6,Intermediate
,very low,,-204.6346641,30.11661411,,-5361.886813,1928.784853,173.4819875,49.38032787,26.5,801.5,51.38329069,,,Simple
,high,very high,-154.0463444,,334.557864,2744.776513,1825.578878,,356.1124085,102.310099,4280.391594,106.9238411,40.38696414,39.73482578,Complex
low,low,,3.077287535,204.3845104,,3876.940006,796.5126886,154.0975957,63.14290682,16.71495889,,138.2280281,285.8392731,,Simple
very high,,medium,,,58.87383643,2091.443589,,373.8742876,,112.0319281,3766.114776,,102.3017133,,Intermediate
,high,very high,0.140493623,-149.2371438,,1314.036896,920.2419489,,67.81856368,,3048.393368,-35.34382821,81.6315316,348.1402823,Complex
very low,very low,very low,68.60116124,35.39820488,80.28310822,6377.944013,1777.865662,199.5800127,-236.7654082,-172.0841849,15151.63054,87.98089716,67.48778717,,Simple
,medium,very low,26.72792428,16.7791521,,2294.877552,792.0417352,113.310205,5.766492031,,11618.11488,0.53300006,,,Simple
,high,low,34.91860615,0.688976573,161.8673892,,947.6883884,151.496205,,59.66608183,-4728.466547,104.5152008,,15.89641615,Simple
,very high,,,,60.56471527,1966.962716,942.4246251,158.9493314,,,,424.4534261,,35.99704953,Intermediate
high,high,high,11.12492364,95.36639506,59.18445553,2210.927957,1344.432134,176.7119984,,109.3607008,-2178.313877,,75.48500415,-130.1181721,Complex
very high,,,,92.53253548,285.6797876,2747.371958,,161.1260101,261.7959484,,2871.651544,110.7641637,94.10790505,,Complex
high,very high,very high,10.45009685,55.31725761,89.81868206,1778.227695,,,56.59033094,113.4341186,,-115.3381289,107.1732333,,Intermediate
,very low,low,34.48644,21.5,240.8246267,3158.25,,234.3391427,,-240.2496034,,56.725,41.53027443,-160.1395085,Simple
,low,,,28.17612149,,2217.608108,2010.404027,109.2397016,5.763248782,95.6429013,-8033.482639,,7.877823625,316.0212878,Simple
very low,low,medium,,43.04030638,104.4786224,3151.173365,1846.840408,251.9452569,-188.9070977,46.44151265,2784.543733,34.53663616,375.4622654,54.63727847,Simple
very high,high,medium,10.3828266,415.1447966,72.95879304,2413.083178,936.0254797,139.952907,56.76138356,,3323.109464,-48.93158192,91.96431262,,Intermediate
,very low,low,68.8082475,,,25093.29068,1716.425367,147.015131,55.91085133,-193.7308871,2399.770174,76.53,73.40641423,146.8,Simple
very high,medium,medium,,,,3940.049494,725.6658164,161.5244341,256.8294098,91.58790667,-3410.681453,195.3643819,,-99.07617174,Intermediate
,high,high,190.4283833,-269.5464836,98.28252331,2135.050626,,139.1354389,58.42865081,100.7346453,3855.73519,101.9944768,58.96545713,18.31580841,Complex
medium,,,36.67705525,56.89909714,76.726,,,304.6751307,282.7156769,-67.96226663,,393.8157779,291.5532338,51.44885714,Intermediate
very high,high,medium,,,,,938.3125641,147.5246045,57.67042054,391.7883829,3243.791229,,88.88842076,40.0988367,Intermediate
,high,very high,,,73.03223067,1991.293151,1599.74661,137.1568185,61.94526773,105.2417473,12442.30144,107.5579493,400.9854694,24.1581481,Intermediate
high,,high,1.063550527,-202.3732556,192.7243837,1853.499371,1745.5771,,45.57288366,109.5857228,,,58.5415491,180.8418522,Complex
,high,high,20.788615,89.98568769,353.1779285,16621.76115,937.4949228,,59.22342104,,3414.488945,,,38.06346154,Intermediate
medium,,,26.82152355,210.5754587,,,1901.223642,146.4168886,69.96801758,109.00443,3858.717003,105.7911088,,-110.5055282,Complex
medium,very low,medium,235.6135557,,63.90882864,4375.272623,,,-150.9874813,,3830.334115,-233.7250515,101.8551747,385.8921707,Intermediate
high,very high,,25.33565991,97.73794674,200.8040818,3279.859622,708.709635,157.1437285,44.3032377,-143.2258285,,108.6379798,40.49808128,311.3186446,Complex
,medium,medium,35.30056387,,,21954.64126,849.7696394,345.7293446,44.94700665,,3433.659273,80.155,202.215333,49.82,Intermediate
very high,,medium,,278.6519648,,,,272.9559646,-201.2418664,-68.48494925,,,38.44387688,285.9077665,Complex
medium,high,very high,,59.19184229,194.0048683,-5202.320348,943.1989659,321.3950935,,110.9938708,,,95.48633362,,Intermediate
very high,very high,high,196.5480419,14.12994665,,,952.8008195,344.7376737,302.3423926,109.1691099,,,,39.49012365,Intermediate
very low,,,,20.38333333,28.23333333,,624.811067,,93.15481742,23.66666667,3838.884213,,,110.4666667,Simple
very high,very high,high,,,72.09,17446.60935,930.3692016,155.9381993,70.56064655,420.2980081,3015.110657,-157.5846767,86.54699246,35.671875,Intermediate
high,high,,20.87574834,-106.7012767,,1963.440887,931.2638684,,55.50177417,,9944.56481,,82.76017319,,Complex
low,very low,,137.4451446,16.52344045,29.43231475,4484.690945,2008.035153,122.9215614,31.63167714,-46.60243098,,94.95535507,,171.8242406,Simple
very high,,medium,19.58576923,,66.644,,930.4107002,153.1953873,60.1669078,,,108.9065385,,227.7136953,Intermediate
very low,low,low,,6.977379809,116.024517,27337.55166,,163.6341248,72.99802609,,-3285.919331,92.07495217,,30.64807894,Simple
,high,very high,8.348970405,100.7911527,181.1310132,1948.911547,1964.255636,269.5434262,341.9630616,103.1568611,20846.82369,-130.3432288,50.48141731,-259.693644,Complex
very low,,very low,,0,30.4,19099.29188,578.7,136,282.6937066,29,0,326.4436108,30.4,0,Simple
high,very high,,-1.376717428,,54.00467476,16187.31169,,142.8502322,64.73976671,-184.0442365,3327.103878,380.5873681,109.368611,,Intermediate
low,,high,278.7893254,-188.3967283,279.2580787,,791.3857923,,,424.9222367,,330.4609157,430.0107064,24.16666667,Intermediate
high,medium,,,145.5803404,93.6613116,3677.007549,707.8713324,,67.74566055,112.6972942,,,43.75119721,258.6465437,Complex
,,high,265.8203168,288.8213072,,,941.2446307,,170.8663177,126.005316,3393.171936,,97.42507717,,Intermediate
low,,medium,-77.33858607,,61.65190342,,1973.318891,,-184.3963031,-171.058567,4405.402091,56.26599056,43.73256888,83.82152878,Intermediate
low,,very low,-83.32223913,,58.35,,,,90.87069688,55.5,17286.05051,60.63333333,60.26994662,275.025706,Simple
,,,39.796155,139.5069506,78.605,,1979.884842,,,102.8377633,4263.743936,83.55806925,52.3014418,,Complex
low,very low,,6.975966667,-392.3571577,33.7,1622.166667,1484.05585,125.5658189,14.89404159,126.75,,22.70333333,13.43095428,-161.6907292,Intermediate
high,very high,high,,,72.09,2066.922846,1583.018485,154.1289815,252.4415062,-153.8311003,3211.764517,,,32.4,Intermediate
medium,low,medium,12.38382261,,132.6805889,-13815.37923,,97.19186587,27.75756027,69.91743128,19716.3806,,131.8568989,,Simple
medium,very high,high,,58.48127303,,,932.6197435,,56.14274592,,2713.632793,,90.19811032,,Complex
,low,,11.46841694,25.73222262,,1754.860028,,141.6836539,60.42764347,101.8678885,-3200.592713,-219.0436392,,33.37083803,Intermediate
,,,268.7752822,140.0922083,,3467.199111,1415.490234,142.6779278,61.41346657,116.1447521,,50.70203161,40.20009973,,Complex
high,,,,74.31431747,,2299.124878,934.1427524,159.6890386,63.27505088,120.2088553,,,93.38934408,,Complex
medium,,low,-75.47290317,,,1691.125248,,242.2158254,,-267.9270973,,,,,Intermediate
very high,medium,low,,272.2103543,229.2710508,-4279.223552,763.9875789,317.0301327,54.14504909,,4941.390537,54.11614199,220.1905955,-239.9471607,Intermediate
very high,medium,medium,,,66.41869281,4284.890905,700.9957542,323.5514387,371.8922522,41.15529312,,75.2669033,,,Intermediate
very high,high,,155.1862821,93.40476752,,2596.369154,1718.30306,341.9117056,,,-1924.664412,,331.6688595,38.73423593,Intermediate
very low,very low,very low,,-0.940795764,232.8142728,1540.769223,594.4861339,195.0813611,119.1195162,409.4517457,-476.8996221,53.53461434,410.5985845,,Simple
very high,very high,medium,,-329.1611881,243.4363036,1911.565129,,,44.87783746,,,106.127113,77.52591226,,Complex
medium,high,medium,-209.1161955,35.85977874,73.1,1753.471897,1694.535797,133.4253112,355.247746,,20694.32261,-235.8727126,,,Intermediate
high,high,low,19.47031121,88.76852459,200.1669781,,,140.1219251,161.2468351,107.9590938,-6141.268549,281.8004807,262.5971904,37.90294406,Intermediate
,very high,,20.68388374,58.36893142,72.57541077,17974.52672,729.0715619,139.4291108,57.34586541,118.0563117,,53.67589335,433.3643489,,Intermediate
medium,,high,119.4664976,,,,1310.50187,275.6714444,47.23461587,,4109.795116,276.4605028,,,Intermediate
medium,very high,,33.53872867,57.12766857,79.6075,,,131.3021966,-177.6585493,,,,254.4965174,44.47714286,Intermediate
,,low,-215.6358955,,70.01516103,24462.49611,,199.2583047,,62.89519758,,94.90159302,89.59317862,,Simple
,,high,133.2728375,,337.3671071,,,,50.78538424,,,107.8550145,86.92446866,33.22149979,Complex
